smiles,pKa
Cc1[nH]cnc1CSCCNC(=[NH2+])NCCCc1c[nH]cn1,7.26
Oc1cccc2c1-c1cccc(O)c1-2,8.35
Oc1cccc2c1-c1c(O)cccc1-2,8.16
[O-]c1cccc2c1-c1cccc(O)c1-2,9.97
[O-]c1cccc2c1-c1c(O)cccc1-2,11.0
O=C(O)C12CC3CC(CC(F)(C3)C1)C2,4.22
Oc1ccc2c(c1)Cc1ccccc1-2,9.51
Cn1ccc2ccc3cccnc3c21,4.36
c1cnc2c(c1)ccc1ncccc12,4.0
Cc1nccc2c1[nH]c1ccccc12,6.55
Cc1nccc2c1[nH]c1ccccc12,14.5
CC1=NCCc2c1[nH]c1ccccc21,8.99
CC1=NCCc2c1[nH]c1ccccc21,14.9
c1cnc2c(c1)ccc1cccnc12,4.96
c1ccc2c(c1)nnc1ccccc12,2.2
C1CCc2c(nnc3c2CCCC3)C1,6.12
c1cnc2ccc3ncccc3c2c1,4.0
c1ccc2nc3ccccc3nc2c1,1.31
c1cc[n+]2c(c1)C[n+]1ccccc1C2,8.12
C[n+]1cccc2c3ccccc3[nH]c21,7.4
c1cnc2c(c1)ccc1ccc[nH+]c12,2.04
c1cnc2c(c1)ccc1[nH+]cccc12,1.0
c1cnc2ccc3[nH+]cccc3c2c1,2.4
S=c1[nH]c2cc3c(cc2[nH]1)CCCC3,10.43
Sc1nc2cc3ccccc3cc2[nH]1,9.84
Clc1nc2cc3c(cc2[nH]1)CCCC3,2.68
Oc1nc2cc3ccccc3cc2[nH]1,11.62
Oc1nc2cc3c(cc2[nH]1)CCCC3,12.21
Nc1ccc2c(c1)-c1ccccc1C2,4.68
c1ccc2c(c1)cnc1ccccc12,4.58
c1ccc2cc3ncccc3cc2c1,4.92
c1ccc2nc3ccccc3cc2c1,5.48
c1ccc2c(c1)ccc1cccnc12,4.25
c1ccc2c(c1)ccc1ncccc12,5.15
C1=C(c2ccccc2)C2CCN1CC2,9.1
c1ccc(C2CN3CCC2CC3)cc1,10.2
OC1(c2ccco2)CN2CCC1CC2,9.06
O=S1(=O)Nc2cccc3cccc1c23,6.2
Nc1nc2cc3ccccc3cc2[nH]1,7.01
Nc1nc2cc3ccccc3cc2[nH]1,12.8
Nc1nc2cc3c(cc2[nH]1)CCCC3,7.69
C[NH+]1CCn2c(nc3ccccc32)C1,2.55
O=C1OC2C3CC4C2C4(C(=O)O)C13Br,3.5
CC(C)=CCC1C(=O)C(C(=O)CC(C)C)C(=O)C(CC=C(C)C)(CC=C(C)C)C1=O,6.18
CCCCCCCCCCCCCCC(=O)O,5.01
C=CCN(CC=C)CCCN(CC=C)CC=C,8.8
C=CCN(CC=C)CCC[NH+](CC=C)CC=C,6.96
CCCCCCCCCCCC[NH2+]CCCN,8.37
CC(C)(C)OC(=O)NC(CCC(N)=O)C(=O)O,3.66
[NH3+]C(CC(=O)[O-])C(=O)NC(CC(=O)O)C(=O)O,3.4
[NH3+]C(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O,2.7
[NH3+]C(CC(=O)[O-])C(=O)NC(CC(=O)O)C(=O)[O-],4.7
NC(CC(=O)[O-])C(=O)NC(CC(=O)[O-])C(=O)[O-],8.26
CCCCCCCCCCCCCCCCN,10.61
CCCCCCCCN(CCO)CC(O)CC,8.3
CCCCCCN(CC(O)CC)CC(O)CC,8.6
CCCCCCCCN(CC(C)O)CC(C)O,8.3
C=CCC(C)(CN(CC)CC)OC(=O)CCC,8.5
C=CCNCCCCCCCCCCC(=O)[O-],9.3
C=CC[NH2+]CCCCCCCCCCC(=O)O,4.7
CC(C)CC(N)C(=O)NC(CC(N)=O)C(=O)O,8.23
CC(C)C[C@H](N)C(=O)N[C@@H](CC(N)=O)C(=O)O,3.0
CC(C)C[C@H](N)C(=O)N[C@@H](CC(N)=O)C(=O)O,8.08
C[NH+](C)CCCCCCCCNC(=O)/C=N/O,8.97
CN(C)CCCCCCCCNC(=O)/C=N/[O-],10.5
CC(C)CCC[NH+](C)CCCNC(=O)/C=N/O,8.72
CC(C)CCCN(C)CCCNC(=O)/C=N/[O-],10.15
N#CC(C#N)=C(C#N)NC(C#N)=C(C#N)C#N,2.1
C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,11.3
c1cnc2c(c1)ccc1c3c(cnc12)CCC3,5.78
Cc1ccc2c(c1)c1c3c(nccn32)CCC1,6.24
Cc1ccc2c(c1)c1c3n2CCN=C3CCC1,8.57
C1=C(c2nc3ccccc3s2)C2CCN1CC2,7.4
C1=C(c2nc3ccccc3o2)C2CCN1CC2,7.23
OC(CBr)(Oc1ccccc1)c1ccccc1,11.18
O=C(O)C(O)(c1ccccc1)c1ccccc1,3.05
O=C(O)CCC(=O)c1ccc2ccccc2c1,4.96
O=C(O)CCC(=O)c1cccc2ccccc12,4.48
Cc1ccc(C(=O)Oc2ccccc2)c(O)c1,9.44
O=C(O)c1ccc(OCc2ccccc2)cc1,4.44
Cc1cccc(O)c1C(=O)Oc1ccccc1,8.63
O=C(O)c1ccccc1C(=O)c1ccccc1,3.54
O=C(OCc1ccccc1)c1ccc(O)cc1,8.31
COc1ccc2cc(C(C)C(=O)O)ccc2c1,4.57
COc1ccc2cc([C@@H](C)C(=O)O)ccc2c1,4.13
CN(C)c1ccc(/N=N/c2ccncc2)cc1,5.8
CC(C)N/C=N/c1ccc(-c2c[nH]cn2)cc1,8.88
CN(C)c1ccc(/N=N/c2ccccn2)cc1,4.5
C[NH+](C)c1ccc(/N=N/c2ccncc2)cc1,3.4
CC(C)N/C=[NH+]/c1ccc(-c2c[nH]cn2)cc1,5.58
CN(C)c1ccc(/N=N/c2cccc[nH+]2)cc1,2.0
Cn1c(=O)c2c(ncn2CC(=O)[O-])n(C)c1=O,4.48
CC(C)(C)C1CCn2nnnc2C(C(=O)O)C1,4.4
CCOc1cc(C)nc(-n2nc(C)cc2O)n1,7.35
COc1nc(-n2nc(C)cc2O)nc(C)c1C,7.64
CC(C)(C(=O)O)c1nnnn1C1CCCCC1,3.7
O=[N+]([O-])c1ccc(/C=N/c2ncccn2)cc1,3.12
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,5.46
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,2.19
Nc1ccc(S(=O)(=O)Nc2cccnn2)cc1,7.06
Nc1ccc(S(=O)(=O)Nc2cccnn2)cc1,1.3
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,6.42
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,2.0
Nc1ccc(S(=O)(=O)Nc2cnccn2)cc1,6.04
Nc1ccc(S(=O)(=O)Nc2cnccn2)cc1,1.77
Nc1ccc(S(=O)(=O)Nc2ccncn2)cc1,6.17
Nc1ccc(S(=O)(=O)Nc2ccncn2)cc1,1.3
Nc1ccc(S(=O)(=O)Nc2cncnc2)cc1,6.62
Nc1ccc(S(=O)(=O)Nc2cncnc2)cc1,1.9
Cc1nc(NS(=O)(=O)c2ccc(N)cc2)no1,4.4
Cc1nonc1NS(=O)(=O)c1ccc(N)cc1,4.0
CN(C)c1ccc(/C=C/c2ccncc2)cc1,6.25
C[NH+](C)c1ccc(/C=C/c2ccncc2)cc1,3.42
O=[N+]([O-])c1ccc([O-])c(CN2CCOCC2)c1,7.92
O=[N+]([O-])c1ccc(O)c(C[NH+]2CCOCC2)c1,5.61
Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=S,8.8
O=C(CN1CCOCC1)NCc1ccccc1,4.98
CCC(=O)c1cc(C(=O)c2ccccc2)n[nH]1,9.14
CCC1(c2ccccc2)C(=O)NC(=S)NC1=O,6.3
CCC1(C2=CCCCC2)C(=O)NC(=S)NC1=O,7.12
Nc1ccc(NS(=O)(=O)c2ccccc2)cc1,9.05
Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,8.89
CN(C)c1cccc2c(S(N)(=O)=O)cccc12,9.9
CN(C)c1cccc2c(S(N)(=O)=O)cccc12,3.8
CCC1(C2=CCCCC2)C(=O)[N-]C(=S)NC1=O,11.8
[O-]c1cc[n+]([C@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c([O-])n1,9.3
CCCCCc1c(-c2ccccc2)n[nH]c1O,8.4
CCCCc1c(C)nn(-c2ccccc2)c1O,11.4
Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,2.4
O=C(CN1CCCCC1)NCc1ccccc1,7.71
Cc1ccc(NC(=O)CN2CCCCC2)cc1,7.85
Cc1ccccc1NC(=O)CN1CCCCC1,7.7
OCCNC1CCN(Cc2ccccc2)CC1,9.24
OCCNC1CC[NH+](Cc2ccccc2)CC1,6.67
C[C@@]12CC(=O)N[C@]1(CCC(=O)O)C(=O)NC2=O,4.4
C[C@@]12CC(=O)N[C@]1(CCC(=O)[O-])C(=O)NC2=O,8.1
COC(=O)c1ccccc1-n1nc(O)cc1C,12.3
O=[N+]([O-])c1cccc2c[n+](CCCO)ccc12,10.45
O=[N+]([O-])c1ccc([O-])c(CN2CCCCC2)c1,10.54
O=[N+]([O-])c1ccc(O)c(C[NH+]2CCCCC2)c1,5.88
Nc1ccc(S(=O)(=O)NCc2ccco2)cc1,10.89
Nc1ccc(S(=O)(=O)NCc2ccco2)cc1,2.25
COc1ccc(/N=N/c2c(N)n[nH]c2N)cc1,3.39
O=NNc1nc([N+](=O)[O-])nn1-c1ccccc1,3.33
Cc1ccc(C(=S)Nc2ccc(F)cc2)cc1,10.97
Cc1ccc(C(=S)Nc2cccc(F)c2)cc1,10.63
Cc1ccc(NC(=S)c2ccc(Cl)cc2)cc1,11.18
Cc1ccc(NC(=S)c2cccc(Br)c2)cc1,10.89
CC(C=C(c1cccs1)c1cccs1)N(C)C,8.95
Cc1ccc(C(=S)Nc2ccc(Cl)cc2)cc1,10.8
Cc1ccc(C(=S)Nc2ccc(Br)cc2)cc1,10.81
Cc1cccc(C)c1NC(=S)c1ccccc1,10.79
S=C(Nc1ccc(Cl)c(Cl)c1)c1ccccc1,9.96
Fc1ccc(NC(=S)c2ccc(Cl)cc2)cc1,10.41
Fc1cccc(NC(=S)c2ccc(Cl)cc2)c1,10.16
S=C(Nc1ccc(Cl)cc1)c1cccc(Br)c1,10.1
Fc1ccc(NC(=S)c2cccc(Br)c2)cc1,10.32
S=C(Nc1ccc(Br)cc1)c1cccc(Br)c1,9.96
Fc1cccc(NC(=S)c2cccc(Br)c2)c1,10.01
S=C(Nc1ccc(Cl)cc1)c1ccc(Cl)cc1,10.25
S=C(Nc1ccc(Br)cc1)c1ccc(Cl)cc1,10.24
CC(=O)C(CN1CCOCC1)c1ccccc1,6.23
COc1cc(O)ccc1C(=N)c1ccccc1,5.99
C/C(=N/c1ccccc1O)c1ccccc1O,5.14
C/C(=N/c1ccccc1O)c1ccccc1O,9.23
O=C(/C(=N\O)c1ccccc1)c1ccccc1,10.0
O=C(/C(=N/O)c1ccccc1)c1ccccc1,8.8
CC1=CC(=Nc2ccc(O)cc2)C=C(C)C1=O,8.9
Cc1cc(Nc2ccc(O)cc2)cc(C)c1O,10.0
O=C(O)c1ccc(/N=C/c2ccccc2)cc1,4.47
O=C(O)c1ccc(/N=C/c2ccccc2)cc1,1.97
Cc1cc(O)cc(O)c1C(=N)c1ccccc1,6.75
CC(=O)C1(c2cccc(O)c2)CCN(C)CC1,8.61
O=C(CCCN1CCOCC1)c1ccccc1,7.26
Cc1cc(Nc2ccc([O-])cc2)cc(C)c1O,10.9
O=S(=O)(Nc1ccccc1)c1ccc(Cl)cc1,7.98
O=S(=O)(Nc1cccc(F)c1)c1ccccc1,7.54
O=S(=O)(Nc1ccc(Cl)cc1)c1ccccc1,7.91
O=S(=O)(Nc1ccc(Br)cc1)c1ccccc1,7.78
Cc1ccc(NS(=O)(=O)c2ccccc2)cc1,8.63
Cc1cccc(NS(=O)(=O)c2ccccc2)c1,8.48
Cc1ccc(S(=O)(=O)Nc2ccccc2)cc1,8.46
O=C(CCN1CCOCC1)c1cccc(Br)c1,6.8
Oc1c(Cl)cc(Cl)c(Cl)c1C[NH+]1CCOCC1,4.84
[O-]c1c(Cl)cc(Cl)c(Cl)c1CN1CCOCC1,8.83
[O-]c1c(Cl)c(Cl)cc(Cl)c1CN1CCOCC1,8.23
Oc1c(Cl)c(Cl)cc(Cl)c1C[NH+]1CCOCC1,4.915
C[Si](C)(C)OC1CN(Cc2ccc(Cl)cc2)C1,7.72
C[Si](C)(C)OC1CN(Cc2ccc(F)cc2)C1,7.91
Cc1ccc(CN2CC(O[Si](C)(C)C)C2)cc1,8.24
CC(c1ccccc1)N1CC(O[Si](C)(C)C)C1,7.82
COc1ccc(C(=S)Nc2ccccc2)cc1,11.27
COc1ccc(NC(=S)c2ccccc2)cc1,11.36
Oc1c(Cl)cc(Cl)c(Cl)c1C[NH+]1CCCCC1,5.06
[O-]c1c(Cl)cc(Cl)c(Cl)c1CN1CCCCC1,10.32
C[C@H](O)C(=O)C1=Nc2c([O-])nc(N)nc2NC1,10.06
C[C@H](O)C(=O)C1=Nc2c(nc(N)[nH+]c2O)NC1,1.45
CN(C)c1ccc(/N=N/c2ccccc2)cc1,2.85
CN(C)CCCNc1ccnc2ccccc12,8.85
Cc1c[n+]([C@@H]2C[C@@H](O)[C@H](CO)O2)c(O)nc1N,4.4
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,6.7
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,10.07
NS(=O)(=O)c1cc2c(cc1Cl)N=C[N-]S2(=O)=O,9.5
[NH-]S(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,8.42
OCCN(CCO)Cc1nc2ccccc2[nH]1,5.93
OCC[NH+](CCO)Cc1nc2ccccc2[nH]1,2.15
NCCC[n+]1ccc2c([N+](=O)[O-])cccc2c1,8.48
COP(=O)(Nc1nccs1)c1ccc(N)cc1,9.2
Cc1csc(NS(=O)(=O)c2ccc(N)cc2)n1,7.12
Cc1cc(S(=O)(=O)Nc2nccs2)ccc1N,7.0
Cc1cc(N)ccc1S(=O)(=O)Nc1nccs1,7.3
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,8.51
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,2.58
Cc1ccnc(NS(=O)(=O)c2ccccc2)n1,0.59
COc1ccc(O)c(/N=N/c2nc(C)cs2)c1,0.77
COc1ccc(O)c(/N=N/c2nc(C)cs2)c1,7.98
CCOC(=O)Nc1nnc(-c2ccccc2)s1,8.2
Nc1ccc(S(=O)(=O)Nc2cccnc2)cc1,7.89
Nc1ccc(S(=O)(=O)Nc2cccnc2)cc1,3.0
Nc1ccc(S(=O)(=O)Nc2cccc[nH+]2)cc1,1.0
Nc1ccc(S(=O)(=O)Nc2ccc[nH+]c2)cc1,1.59
Nc1ccc(S(=O)(=O)Nc2nccs2)c(Cl)c1,6.95
O=c1cnn([C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O)c(=O)[nH]1,6.6
O=C(N/[NH+]=C/c1ccccc1)c1ccncc1,1.82
CCCc1c(C)[n-]n(C2CCN(C)CC2)c1=O,9.2
CCCc1c(C)[nH]n(C2CC[NH+](C)CC2)c1=O,7.18
O=C(NNc1ccc(Br)cc1)c1ccncc1,4.03
Cc1nnc(NS(=O)(=O)c2ccc(O)cc2)s1,5.37
Cc1nnc([N-]S(=O)(=O)c2ccc(O)cc2)s1,8.81
O=S(=O)(Nc1ncccn1)c1ccc(O)cc1,6.37
O=S(=O)([N-]c1ncccn1)c1ccc(O)cc1,9.0
CC(C)CCOc1ccccc1/C=C\C(=O)O,4.38
CC(C)CCOc1ccccc1/C=C/C(=O)O,4.85
CCOC(=O)C(Cc1cccc(C)c1)C(C)=O,11.87
CCOC(=O)C(Cc1ccc(C)cc1)C(C)=O,11.88
CC(C)(C)c1ccc(C(=O)/C=C/C(=O)O)cc1,3.42
N#CC(C#N)=C(c1ccccc1)C(C#N)C#N,2.3
N#CC(C#N)C(c1ccccc1)C(C#N)C#N,6.19
N#CC(C#N)=NNc1ccccc1C(F)(F)F,5.0
N#CC(C#N)=NNc1ccccc1C(F)(F)F,-0.7
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,4.53
N#CC(C#N)=NNc1ccc(C(=O)CCl)cc1,-0.76
Cn1cncc1C[C@H](NC(=O)CC[NH3+])C(=O)[O-],7.08
Cn1c[nH+]cc1C[C@H](NC(=O)CC[NH3+])C(=O)O,2.64
Cn1cncc1C[C@H](NC(=O)CCN)C(=O)[O-],9.53
CS(=O)(=O)Nc1ccc(CC([NH3+])C(=O)O)cc1,3.15
COc1cc(C[NH+](C)C)c(O)c(C[NH+](C)C)c1,6.33
CCN(CC)CC(=O)N(C)c1ccccc1C,8.74
CCN(CC)CC(=O)Nc1cc(C)cc(C)c1,8.01
CCN(CC)CC(=O)Nc1cc(C)ccc1C,7.92
CCN(CC)CC(=O)Nc1c(C)cccc1C,7.72
Cc1cccc(C)c1NC(=O)CNCC(C)C,7.83
CCCCNCC(=O)Nc1c(C)cccc1C,8.04
CCN(CC)CC(=O)Nc1ccc(C)cc1C,7.95
CCCCCC/N=C/c1c(C)cnc(C)c1O,6.22
CCCCCC/[NH+]=C/c1c(C)cnc(C)c1O,3.39
CCN(CC)C(=S)NC(=O)c1ccc(F)cc1,8.13
CCN(CC)C(=S)NC(=O)c1cccc(F)c1,8.21
CCN(CC)C(=S)NC(=O)c1ccc(Cl)cc1,8.0
CCN(CC)C(=S)NC(=O)c1cccc(C)c1,8.36
CCN(CC)C(=S)NC(=O)c1ccc(C)cc1,8.77
CC(O)CN(CCN1CCOCC1)CC(C)O,7.9
CCC(C)(O)c1cnc(CC(C)C)c(O)[n+]1[O-],5.02
CCN(CC)c1nc(N)nc(N(CC)CC)n1,6.28
CCCCCCCCNCc1ccc(C)cc1,9.47
CCCCCCCCCCNc1ccccc1,4.56
O=C(O)CCCC(=O)NOCc1ccccc1,4.7
C=C(C)/C=C(/C(=O)O)c1ccc([N+](=O)[O-])cc1,4.4
CC(=O)C(Cc1ccc([N+](=O)[O-])cc1)C(C)=O,9.54
O=C([O-])CCCC(=O)NOCc1ccccc1,10.2
CCN(CC)S(=O)(=O)c1ccccc1C(=O)O,2.96
CCOCCN(CCOCC)c1ccccc1,4.1
Cc1ccc(OC(=O)CCCCN(C)C)cc1,9.87
Cc1cccc(CCCCCCCC(=O)[O-])n1,7.0
Cc1cccc(CCCCCCCC(=O)O)[nH+]1,4.6
CC(=O)Oc1ccccc1C(=O)NCC(=O)O,3.77
O=C(O)C[NH+](CC(=O)O)Cc1ccccc1O,2.2
COc1ccc(O)c(C[NH2+]C(CO)C(=O)O)c1,2.1
COc1ccc(O)c(CNC(CO)C(=O)[O-])c1,8.3
COc1ccc(O)c(CNC(CO)C(=O)[O-])c1,10.4
COC(=O)c1cc(O)c(O)c(O)c1C[NH+](C)C,6.8
O=C([O-])C[NH+](CC(=O)[O-])Cc1ccccc1O,8.17
O=C([O-])CN(CC(=O)[O-])Cc1ccccc1[O-],11.79
NC(=O)C(CCCCC(=O)O)c1ccccc1,4.79
CC(=O)c1cccc(NS(=O)(=O)C(F)(F)F)c1,3.75
CCN(CC)CCNc1nc(N)nc(C)c1C,9.7
CC[NH+](CC)CCNc1nc(N)nc(C)c1C,7.9
Cc1cc([N+](=O)[O-])ccc1NN=C(C#N)C#N,5.5
Cc1cc([N+](=O)[O-])ccc1NN=C(C#N)C#N,-0.74
Cc1ccc(NN=C(C#N)C#N)c([N+](=O)[O-])c1,6.0
Cc1ccc(NN=C(C#N)C#N)c([N+](=O)[O-])c1,-0.78
N#CC(C#N)=NNc1ccc([N+](=O)[O-])cc1Cl,4.15
N#CC(C#N)=NNc1ccc([N+](=O)[O-])cc1Cl,-0.62
[NH3+][C@@H](CCCCN1C(=O)C[C@H]([NH3+])C1=O)C(=O)O,2.5
N[C@H]1CC(=O)N(CCCC[C@H]([NH3+])C(=O)[O-])C1=O,6.0
N[C@@H](CCCCN1C(=O)C[C@H](N)C1=O)C(=O)[O-],9.5
Cc1ccc(S(=O)(=O)N(C)CCC(=N)N)cc1,11.5
CNC(=N)CCNS(=O)(=O)c1ccc(C)cc1,11.9
CNC(=N)CCNS(=O)(=O)c1ccc(C)cc1,10.02
O=CC1c2ccccc2C(=O)c2ccccc21,6.0
COC(=O)C1c2ccccc2-c2ccccc21,11.52
O=C(O)c1ccc2cc3ccccc3cc2c1,4.18
O=C(O)c1cccc2cc3ccccc3cc12,3.7
O=C(O)c1c2ccccc2cc2ccccc12,3.65
Oc1ccc2cccc(-c3ccccc3)c2c1,9.38
COC(=S)C1c2ccccc2-c2ccccc21,7.4
CSC(=O)C1c2ccccc2-c2ccccc21,10.51
O=C(O)C1(O)c2ccccc2-c2ccccc21,2.92
O=C(O)C1c2ccccc2Oc2ccccc21,3.89
O=C1CSc2ncnc(N3CCOCC3)c2N1,2.07
O=C1CSc2ncnc(N3CCOCC3)c2N1,10.37
Cn1cnc2c1C(=O)c1ncnc([O-])c1C2=O,6.09
Cc1cnc2c(cc(C)c3cccnc32)c1C,5.93
Cc1cnc2c(ccc3c(C)ccnc32)c1C,5.99
Cc1cnc2c(c1)c(C)c(C)c1cccnc12,5.34
Cc1cnc2c(c1)c(C)cc1c(C)ccnc12,5.9
Cc1cnc2c(c1)cc(C)c1cc(C)cnc12,5.27
CCCc1ccnc2c1ccc1cccnc12,5.45
Nc1cc(-c2ccccc2)nc2ccccc12,8.2
CN(C)c1ccc(C2=CN3CCC2CC3)cc1,9.82
CN(C)c1ccc(C2CN3CCC2CC3)cc1,10.29
c1ccc(-c2c[nH]c(-c3ccccc3)n2)cc1,12.6
CN1CCCN(C)c2cccc3cccc1c23,10.27
CCc1cc(Cl)n(C)c2nc3ccccc3c1-2,7.46
O=C(c1ccccc1)n1cnc2ccccc21,1.8
c1ccc(-c2nnc(-c3ccccc3)o2)cc1,1.96
Cn1c(-c2ccccc2[O-])nc2ccccc21,8.92
Cn1c(-c2ccccc2O)[nH+]c2ccccc21,5.76
O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1,8.3
Nc1nc(N)c2cnn(-c3ccccc3)c2n1,4.49
c1c[nH]c(Cc2nc(Cc3c[nH]cn3)c[nH]2)n1,7.26
c1c[nH+]c(Cc2nc(Cc3c[nH]c[nH+]3)c[nH]2)[nH]1,3.94
c1nc(Cc2c[nH]c(Cc3[nH]cc[nH+]3)n2)c[nH]1,6.15
O=C(O)Cn1c2ccccc2c2ccccc21,3.55
O=C([O-])c1ccc2nc3ccccc3cc2c1,5.22
O=C([O-])c1c2ccccc2nc2ccccc12,5.0
O=C(O)c1c2ccccc2[nH+]c2ccccc12,3.0
O=C([O-])c1cccc2cc3ccccc3nc12,7.72
c1ccc(-c2cnc(-c3ccccc3)o2)cc1,0.84
Cc1ccc2nc(C)c3c(c2c1)OC(C)C3C,7.65
O=[N+]([O-])c1ccc2c(c1)Cc1cc(O)ccc1-2,9.01
c1ccc(CNc2ncnc3[nH]ncc23)cc1,4.16
c1ccc(CNc2ncnc3[nH]ncc23)cc1,10.93
Cc1nc(N)c2cnn(-c3ccccc3)c2n1,4.52
Cn1ncc2c(Nc3ccccc3)ncnc21,3.53
Cc1n[nH]c2c(Nc3ccccc3)ncnc12,4.61
c1ccc(CNc2ncnc3[nH]cnc23)cc1,4.09
c1ccc(CNc2nc[nH+]c3[nH]cnc23)cc1,-1.0
Cn1ncc2c(NCc3ccco3)ncnc21,3.8
Cc1nc(NCc2ccco2)c2cn[nH]c2n1,4.65
Cc1n[nH]c2c(NCc3ccco3)ncnc12,4.84
Cc1cn2nc(-c3ccccc3)cc(C)c2n1,5.3
Nc1ccc2[nH]c(Cc3ccccc3)nc2c1,6.4
Nc1cccc2[nH]c(Cc3ccccc3)nc12,8.6
Nc1ccc2[nH]c(Cc3ccccc3)[nH+]c2c1,3.3
Cc1nccc2c1[nH]c1ccc([N+](=O)[O-])cc12,6.24
CC1=NCCc2c1[nH]c1ccc([N+](=O)[O-])cc21,12.55
CC1=NCCc2c1[nH]c1ccc([N+](=O)[O-])cc21,6.37
CC1NCCc2c1[nH]c1ccc([N+](=O)[O-])cc21,14.1
O=[N+]([O-])c1ccc2[nH]c(-c3cccs3)nc2c1,2.36
O=[N+]([O-])c1ccc2[nH]c(-c3ccco3)nc2c1,2.64
CCCCCCCCCCCCNCCCCCCCCCCCC,11.0
CCCCCCCCCCCCCCN(CC(O)CC)CC(O)CC,5.7
CCCCCCCCCCCCCCCCN(CC(C)O)CC(C)O,9.19
O=C1Oc2ccccc2C(=O)C1CC1C(=O)Oc2ccccc2C1=O,5.5
O=C1Oc2ccccc2C(=O)C1Cc1c([O-])c2ccccc2oc1=O,8.3
CCOc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4CC)c2c1,8.5
CCOc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CC[NH+]3C[C@@H]4CC)c2c1,4.05
Oc1c(Cc2ccccc2)c(-c2ccccc2)nn1-c1ccccc1,7.6
C=C[C@]1(O)CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,7.24
C=C[C@]1(O)C[NH+]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,4.12
COc1cc2c(cc1O)[C@H]1Cc3cc(OC)c(OC)cc3[C@H](C2)N1C,9.8
COc1cc2c(cc1O)CCN1Cc3c(ccc(OC)c3OC)C[C@@H]21,9.55
COc1cc2c(cc1OC)[C@@H]1Cc3ccc(OC)c(O)c3[C@H](C2)N1C,9.85
O=C(Oc1cccc([N+](=O)[O-])c1)C1c2ccccc2-c2ccccc21,9.84
O=C(Oc1ccc([N+](=O)[O-])cc1)C1c2ccccc2-c2ccccc21,9.9
CC(C)(C)[C@]1(O)CCN2C[C@@H](c3ccccc3)c3ccccc3[C@@H]2C1,7.03
COc1ccc(C(=O)O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)cc1OC,3.47
COc1ccc(S(=O)(=O)NCCCN2CCOCC2)c(OC)c1OC,6.76
CCOC(=O)COc1ccc(Cc2ccc(O)c(C[NH3+])c2)c(Cl)c1Cl,8.73
CCOC(=O)COc1ccc(Oc2ccc(O)c(C[NH3+])c2)c(Cl)c1Cl,8.55
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,10.2
CN1Cc2c(ccc3c2OCO3)-c2ccc3cc4c(cc3c21)OCO4,2.6
C/C(=C(\CCO)SSCCC(C)C)N(C=O)Cc1cnc(C)nc1N,5.58
O=C1c2ccccc2CN1C1CC2CCC(C1)N2Cc1ccccc1,8.71
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(CCC#N)CC[C@@]341,5.68
COc1c(O)ccc2c1C[N+]1(C)CCc3cc4c(cc3[C@@H]1C2)OCO4,8.45
O=C(O)C(c1ccc(-c2ccccc2)cc1)C(O)Cc1ccccc1,4.29
Cc1ccc(C(O)C(C(=O)O)c2ccc(-c3ccccc3)cc2)cc1,4.24
Cc1ccc(C(O)C(C(=O)O)c2ccc(C3CCCCC3)cc2)cc1,4.18
CC(O)(c1ccccc1)C(C(=O)O)c1ccc(-c2ccccc2)cc1,3.38
Cc1cccc(C(O)C(C(=O)O)c2ccc(-c3ccccc3)cc2)c1,4.17
Cc1ccccc1C(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,4.19
O=C(O)[C@@H]1O[C@H](Oc2ccc(-c3ccccc3)cc2)[C@@H](O)[C@H](O)[C@H]1O,3.1
c1c(CN2CCNCCNCC2)n[nH]c1CN1CCNCCNCC1,11.25
